"","AREA","AGE_ADJUSTED_CI_LOWER","AGE_ADJUSTED_CI_UPPER","AGE_ADJUSTED_RATE","COUNT","EVENT_TYPE","POPULATION","RACE","SEX","SITE","YEAR","CRUDE_CI_LOWER","CRUDE_CI_UPPER","CRUDE_RATE"
"3261","New Jersey",NA,NA,NA,"-","Incidence",13166,"American Indian/Alaska Native","Female","Larynx","1999",NA,NA,NA
"3262","New Jersey",0,35.5,0,"~","Mortality",13166,"American Indian/Alaska Native","Female","Larynx","1999",0,28,0
"3263","New Jersey",NA,NA,NA,"-","Incidence",14178,"American Indian/Alaska Native","Female","Larynx","2000",NA,NA,NA
"3264","New Jersey",0,32.2,0,"~","Mortality",14178,"American Indian/Alaska Native","Female","Larynx","2000",0,26,0
"3265","New Jersey",NA,NA,NA,"-","Incidence",15443,"American Indian/Alaska Native","Female","Larynx","2001",NA,NA,NA
"3266","New Jersey",0,30.1,0,"~","Mortality",15443,"American Indian/Alaska Native","Female","Larynx","2001",0,23.9,0
"3267","New Jersey",NA,NA,NA,"-","Incidence",16812,"American Indian/Alaska Native","Female","Larynx","2002",NA,NA,NA
"3268","New Jersey",0,27.5,0,"~","Mortality",16812,"American Indian/Alaska Native","Female","Larynx","2002",0,21.9,0
"3269","New Jersey",NA,NA,NA,"-","Incidence",18174,"American Indian/Alaska Native","Female","Larynx","2003",NA,NA,NA
"3270","New Jersey",0,26.2,0,"~","Mortality",18174,"American Indian/Alaska Native","Female","Larynx","2003",0,20.3,0
"3271","New Jersey",NA,NA,NA,"-","Incidence",19492,"American Indian/Alaska Native","Female","Larynx","2004",NA,NA,NA
"3272","New Jersey",0,25,0,"~","Mortality",19492,"American Indian/Alaska Native","Female","Larynx","2004",0,18.9,0
"3273","New Jersey",NA,NA,NA,"-","Incidence",20834,"American Indian/Alaska Native","Female","Larynx","2005",NA,NA,NA
"3274","New Jersey",0,23.6,0,"~","Mortality",20834,"American Indian/Alaska Native","Female","Larynx","2005",0,17.7,0
"3275","New Jersey",NA,NA,NA,"-","Incidence",22237,"American Indian/Alaska Native","Female","Larynx","2006",NA,NA,NA
"3276","New Jersey",0,22.6,0,"~","Mortality",22237,"American Indian/Alaska Native","Female","Larynx","2006",0,16.6,0
"3277","New Jersey",NA,NA,NA,"-","Incidence",23547,"American Indian/Alaska Native","Female","Larynx","2007",NA,NA,NA
"3278","New Jersey",0,21,0,"~","Mortality",23547,"American Indian/Alaska Native","Female","Larynx","2007",0,15.7,0
"3279","New Jersey",NA,NA,NA,"-","Incidence",25023,"American Indian/Alaska Native","Female","Larynx","2008",NA,NA,NA
"3280","New Jersey",0,20,0,"~","Mortality",25023,"American Indian/Alaska Native","Female","Larynx","2008",0,14.7,0
"3281","New Jersey",NA,NA,NA,"-","Incidence",26891,"American Indian/Alaska Native","Female","Larynx","2009",NA,NA,NA
"3282","New Jersey",0,18.1,0,"~","Mortality",26891,"American Indian/Alaska Native","Female","Larynx","2009",0,13.7,0
"3283","New Jersey",NA,NA,NA,"-","Incidence",28242,"American Indian/Alaska Native","Female","Larynx","2010",NA,NA,NA
"3284","New Jersey",0,17.4,0,"~","Mortality",28242,"American Indian/Alaska Native","Female","Larynx","2010",0,13.1,0
"3285","New Jersey",NA,NA,NA,"-","Incidence",28564,"American Indian/Alaska Native","Female","Larynx","2011",NA,NA,NA
"3286","New Jersey",0,16.9,0,"~","Mortality",28564,"American Indian/Alaska Native","Female","Larynx","2011",0,12.9,0
"3287","New Jersey",NA,NA,NA,"-","Incidence",29019,"American Indian/Alaska Native","Female","Larynx","2012",NA,NA,NA
"3288","New Jersey",0,16.1,0,"~","Mortality",29019,"American Indian/Alaska Native","Female","Larynx","2012",0,12.7,0
"3289","New Jersey",NA,NA,NA,"-","Incidence",29377,"American Indian/Alaska Native","Female","Larynx","2013",NA,NA,NA
"3290","New Jersey",0,15.4,0,"~","Mortality",29377,"American Indian/Alaska Native","Female","Larynx","2013",0,12.6,0
"3291","New Jersey",NA,NA,NA,"-","Incidence",29764,"American Indian/Alaska Native","Female","Larynx","2014",NA,NA,NA
"3292","New Jersey",0,14.9,0,"~","Mortality",29764,"American Indian/Alaska Native","Female","Larynx","2014",0,12.4,0
"3293","New Jersey",NA,NA,NA,"-","Incidence",30196,"American Indian/Alaska Native","Female","Larynx","2015",NA,NA,NA
"3294","New Jersey",0,14.2,0,"~","Mortality",30196,"American Indian/Alaska Native","Female","Larynx","2015",0,12.2,0
"3295","New Jersey",NA,NA,NA,"-","Incidence",30366,"American Indian/Alaska Native","Female","Larynx","2016",NA,NA,NA
"3296","New Jersey",0,14,0,"~","Mortality",30366,"American Indian/Alaska Native","Female","Larynx","2016",0,12.1,0
"3297","New Jersey",NA,NA,NA,"-","Incidence",30742,"American Indian/Alaska Native","Female","Larynx","2017",NA,NA,NA
"3298","New Jersey",0,13.6,0,"~","Mortality",30742,"American Indian/Alaska Native","Female","Larynx","2017",0,12,0
"3299","New Jersey",NA,NA,NA,"-","Incidence",31278,"American Indian/Alaska Native","Female","Larynx","2018",NA,NA,NA
"3300","New Jersey",0,12.8,0,"~","Mortality",31278,"American Indian/Alaska Native","Female","Larynx","2018",0,11.8,0
"3301","New Jersey",NA,NA,NA,"-","Incidence",13166,"American Indian/Alaska Native","Female","Leukemias","1999",NA,NA,NA
"3302","New Jersey",0,35.5,0,"~","Mortality",13166,"American Indian/Alaska Native","Female","Leukemias","1999",0,28,0
"3303","New Jersey",NA,NA,NA,"-","Incidence",14178,"American Indian/Alaska Native","Female","Leukemias","2000",NA,NA,NA
"3304","New Jersey",0,32.2,0,"~","Mortality",14178,"American Indian/Alaska Native","Female","Leukemias","2000",0,26,0
"3305","New Jersey",NA,NA,NA,"-","Incidence",15443,"American Indian/Alaska Native","Female","Leukemias","2001",NA,NA,NA
"3306","New Jersey",0,30.1,0,"~","Mortality",15443,"American Indian/Alaska Native","Female","Leukemias","2001",0,23.9,0
"3307","New Jersey",NA,NA,NA,"-","Incidence",16812,"American Indian/Alaska Native","Female","Leukemias","2002",NA,NA,NA
"3308","New Jersey",0,27.5,0,"~","Mortality",16812,"American Indian/Alaska Native","Female","Leukemias","2002",0,21.9,0
"3309","New Jersey",NA,NA,NA,"-","Incidence",18174,"American Indian/Alaska Native","Female","Leukemias","2003",NA,NA,NA
"3310","New Jersey",0.2,39.9,7.3,"~","Mortality",18174,"American Indian/Alaska Native","Female","Leukemias","2003",0.1,30.7,5.5
"3311","New Jersey",NA,NA,NA,"-","Incidence",19492,"American Indian/Alaska Native","Female","Leukemias","2004",NA,NA,NA
"3312","New Jersey",0,25,0,"~","Mortality",19492,"American Indian/Alaska Native","Female","Leukemias","2004",0,18.9,0
"3313","New Jersey",NA,NA,NA,"-","Incidence",20834,"American Indian/Alaska Native","Female","Leukemias","2005",NA,NA,NA
"3314","New Jersey",0,23.6,0,"~","Mortality",20834,"American Indian/Alaska Native","Female","Leukemias","2005",0,17.7,0
"3315","New Jersey",NA,NA,NA,"-","Incidence",22237,"American Indian/Alaska Native","Female","Leukemias","2006",NA,NA,NA
"3316","New Jersey",0,22.6,0,"~","Mortality",22237,"American Indian/Alaska Native","Female","Leukemias","2006",0,16.6,0
"3317","New Jersey",NA,NA,NA,"-","Incidence",23547,"American Indian/Alaska Native","Female","Leukemias","2007",NA,NA,NA
"3318","New Jersey",0,21,0,"~","Mortality",23547,"American Indian/Alaska Native","Female","Leukemias","2007",0,15.7,0
"3319","New Jersey",NA,NA,NA,"-","Incidence",25023,"American Indian/Alaska Native","Female","Leukemias","2008",NA,NA,NA
"3320","New Jersey",0,20,0,"~","Mortality",25023,"American Indian/Alaska Native","Female","Leukemias","2008",0,14.7,0
"3321","New Jersey",NA,NA,NA,"-","Incidence",26891,"American Indian/Alaska Native","Female","Leukemias","2009",NA,NA,NA
"3322","New Jersey",0,18.1,0,"~","Mortality",26891,"American Indian/Alaska Native","Female","Leukemias","2009",0,13.7,0
"3323","New Jersey",NA,NA,NA,"-","Incidence",28242,"American Indian/Alaska Native","Female","Leukemias","2010",NA,NA,NA
"3324","New Jersey",0,17.4,0,"~","Mortality",28242,"American Indian/Alaska Native","Female","Leukemias","2010",0,13.1,0
"3325","New Jersey",NA,NA,NA,"-","Incidence",28564,"American Indian/Alaska Native","Female","Leukemias","2011",NA,NA,NA
"3326","New Jersey",0,16.9,0,"~","Mortality",28564,"American Indian/Alaska Native","Female","Leukemias","2011",0,12.9,0
"3327","New Jersey",NA,NA,NA,"-","Incidence",29019,"American Indian/Alaska Native","Female","Leukemias","2012",NA,NA,NA
"3328","New Jersey",0,16.1,0,"~","Mortality",29019,"American Indian/Alaska Native","Female","Leukemias","2012",0,12.7,0
"3329","New Jersey",NA,NA,NA,"-","Incidence",29377,"American Indian/Alaska Native","Female","Leukemias","2013",NA,NA,NA
"3330","New Jersey",0,15.4,0,"~","Mortality",29377,"American Indian/Alaska Native","Female","Leukemias","2013",0,12.6,0
"3331","New Jersey",NA,NA,NA,"-","Incidence",29764,"American Indian/Alaska Native","Female","Leukemias","2014",NA,NA,NA
"3332","New Jersey",0,14.9,0,"~","Mortality",29764,"American Indian/Alaska Native","Female","Leukemias","2014",0,12.4,0
"3333","New Jersey",NA,NA,NA,"-","Incidence",30196,"American Indian/Alaska Native","Female","Leukemias","2015",NA,NA,NA
"3334","New Jersey",0,14.2,0,"~","Mortality",30196,"American Indian/Alaska Native","Female","Leukemias","2015",0,12.2,0
"3335","New Jersey",NA,NA,NA,"-","Incidence",30366,"American Indian/Alaska Native","Female","Leukemias","2016",NA,NA,NA
"3336","New Jersey",0.1,25.3,5.2,"~","Mortality",30366,"American Indian/Alaska Native","Female","Leukemias","2016",0.1,18.3,3.3
"3337","New Jersey",NA,NA,NA,"-","Incidence",30742,"American Indian/Alaska Native","Female","Leukemias","2017",NA,NA,NA
"3338","New Jersey",0,13.6,0,"~","Mortality",30742,"American Indian/Alaska Native","Female","Leukemias","2017",0,12,0
"3339","New Jersey",NA,NA,NA,"-","Incidence",31278,"American Indian/Alaska Native","Female","Leukemias","2018",NA,NA,NA
"3340","New Jersey",0,12.8,0,"~","Mortality",31278,"American Indian/Alaska Native","Female","Leukemias","2018",0,11.8,0
"3341","New Jersey",NA,NA,NA,"-","Incidence",13166,"American Indian/Alaska Native","Female","Liver and Intrahepatic Bile Duct","1999",NA,NA,NA
"3342","New Jersey",0,35.5,0,"~","Mortality",13166,"American Indian/Alaska Native","Female","Liver and Intrahepatic Bile Duct","1999",0,28,0
"3343","New Jersey",NA,NA,NA,"-","Incidence",14178,"American Indian/Alaska Native","Female","Liver and Intrahepatic Bile Duct","2000",NA,NA,NA
"3344","New Jersey",0,32.2,0,"~","Mortality",14178,"American Indian/Alaska Native","Female","Liver and Intrahepatic Bile Duct","2000",0,26,0
"3345","New Jersey",NA,NA,NA,"-","Incidence",15443,"American Indian/Alaska Native","Female","Liver and Intrahepatic Bile Duct","2001",NA,NA,NA
"3346","New Jersey",0,30.1,0,"~","Mortality",15443,"American Indian/Alaska Native","Female","Liver and Intrahepatic Bile Duct","2001",0,23.9,0
"3347","New Jersey",NA,NA,NA,"-","Incidence",16812,"American Indian/Alaska Native","Female","Liver and Intrahepatic Bile Duct","2002",NA,NA,NA
"3348","New Jersey",0.2,45.9,9,"~","Mortality",16812,"American Indian/Alaska Native","Female","Liver and Intrahepatic Bile Duct","2002",0.2,33.1,5.9
"3349","New Jersey",NA,NA,NA,"-","Incidence",18174,"American Indian/Alaska Native","Female","Liver and Intrahepatic Bile Duct","2003",NA,NA,NA
"3350","New Jersey",0,26.2,0,"~","Mortality",18174,"American Indian/Alaska Native","Female","Liver and Intrahepatic Bile Duct","2003",0,20.3,0
"3351","New Jersey",NA,NA,NA,"-","Incidence",19492,"American Indian/Alaska Native","Female","Liver and Intrahepatic Bile Duct","2004",NA,NA,NA
"3352","New Jersey",0,25,0,"~","Mortality",19492,"American Indian/Alaska Native","Female","Liver and Intrahepatic Bile Duct","2004",0,18.9,0
"3353","New Jersey",NA,NA,NA,"-","Incidence",20834,"American Indian/Alaska Native","Female","Liver and Intrahepatic Bile Duct","2005",NA,NA,NA
"3354","New Jersey",0,23.6,0,"~","Mortality",20834,"American Indian/Alaska Native","Female","Liver and Intrahepatic Bile Duct","2005",0,17.7,0
"3355","New Jersey",NA,NA,NA,"-","Incidence",22237,"American Indian/Alaska Native","Female","Liver and Intrahepatic Bile Duct","2006",NA,NA,NA
"3356","New Jersey",0,22.6,0,"~","Mortality",22237,"American Indian/Alaska Native","Female","Liver and Intrahepatic Bile Duct","2006",0,16.6,0
"3357","New Jersey",NA,NA,NA,"-","Incidence",23547,"American Indian/Alaska Native","Female","Liver and Intrahepatic Bile Duct","2007",NA,NA,NA
"3358","New Jersey",0,21,0,"~","Mortality",23547,"American Indian/Alaska Native","Female","Liver and Intrahepatic Bile Duct","2007",0,15.7,0
"3359","New Jersey",NA,NA,NA,"-","Incidence",25023,"American Indian/Alaska Native","Female","Liver and Intrahepatic Bile Duct","2008",NA,NA,NA
"3360","New Jersey",0,20,0,"~","Mortality",25023,"American Indian/Alaska Native","Female","Liver and Intrahepatic Bile Duct","2008",0,14.7,0
"3361","New Jersey",NA,NA,NA,"-","Incidence",26891,"American Indian/Alaska Native","Female","Liver and Intrahepatic Bile Duct","2009",NA,NA,NA
"3362","New Jersey",0,18.1,0,"~","Mortality",26891,"American Indian/Alaska Native","Female","Liver and Intrahepatic Bile Duct","2009",0,13.7,0
"3363","New Jersey",NA,NA,NA,"-","Incidence",28242,"American Indian/Alaska Native","Female","Liver and Intrahepatic Bile Duct","2010",NA,NA,NA
"3364","New Jersey",0,17.4,0,"~","Mortality",28242,"American Indian/Alaska Native","Female","Liver and Intrahepatic Bile Duct","2010",0,13.1,0
"3365","New Jersey",NA,NA,NA,"-","Incidence",28564,"American Indian/Alaska Native","Female","Liver and Intrahepatic Bile Duct","2011",NA,NA,NA
"3366","New Jersey",0,16.9,0,"~","Mortality",28564,"American Indian/Alaska Native","Female","Liver and Intrahepatic Bile Duct","2011",0,12.9,0
"3367","New Jersey",NA,NA,NA,"-","Incidence",29019,"American Indian/Alaska Native","Female","Liver and Intrahepatic Bile Duct","2012",NA,NA,NA
"3368","New Jersey",0,16.1,0,"~","Mortality",29019,"American Indian/Alaska Native","Female","Liver and Intrahepatic Bile Duct","2012",0,12.7,0
"3369","New Jersey",NA,NA,NA,"-","Incidence",29377,"American Indian/Alaska Native","Female","Liver and Intrahepatic Bile Duct","2013",NA,NA,NA
"3370","New Jersey",0.2,29.9,6.4,"~","Mortality",29377,"American Indian/Alaska Native","Female","Liver and Intrahepatic Bile Duct","2013",0.1,19,3.4
"3371","New Jersey",NA,NA,NA,"-","Incidence",29764,"American Indian/Alaska Native","Female","Liver and Intrahepatic Bile Duct","2014",NA,NA,NA
"3372","New Jersey",0,14.9,0,"~","Mortality",29764,"American Indian/Alaska Native","Female","Liver and Intrahepatic Bile Duct","2014",0,12.4,0
"3373","New Jersey",NA,NA,NA,"-","Incidence",30196,"American Indian/Alaska Native","Female","Liver and Intrahepatic Bile Duct","2015",NA,NA,NA
"3374","New Jersey",0,14.2,0,"~","Mortality",30196,"American Indian/Alaska Native","Female","Liver and Intrahepatic Bile Duct","2015",0,12.2,0
"3375","New Jersey",NA,NA,NA,"-","Incidence",30366,"American Indian/Alaska Native","Female","Liver and Intrahepatic Bile Duct","2016",NA,NA,NA
"3376","New Jersey",0,14,0,"~","Mortality",30366,"American Indian/Alaska Native","Female","Liver and Intrahepatic Bile Duct","2016",0,12.1,0
"3377","New Jersey",NA,NA,NA,"-","Incidence",30742,"American Indian/Alaska Native","Female","Liver and Intrahepatic Bile Duct","2017",NA,NA,NA
"3378","New Jersey",0,13.6,0,"~","Mortality",30742,"American Indian/Alaska Native","Female","Liver and Intrahepatic Bile Duct","2017",0,12,0
"3379","New Jersey",NA,NA,NA,"-","Incidence",31278,"American Indian/Alaska Native","Female","Liver and Intrahepatic Bile Duct","2018",NA,NA,NA
"3380","New Jersey",0,12.8,0,"~","Mortality",31278,"American Indian/Alaska Native","Female","Liver and Intrahepatic Bile Duct","2018",0,11.8,0
"3381","New Jersey",NA,NA,NA,"-","Incidence",13166,"American Indian/Alaska Native","Female","Lung and Bronchus","1999",NA,NA,NA
"3382","New Jersey",3.2,86.1,26,"~","Mortality",13166,"American Indian/Alaska Native","Female","Lung and Bronchus","1999",1.8,54.9,15.2
"3383","New Jersey",NA,NA,NA,"-","Incidence",14178,"American Indian/Alaska Native","Female","Lung and Bronchus","2000",NA,NA,NA
"3384","New Jersey",0.2,45.7,7.7,"~","Mortality",14178,"American Indian/Alaska Native","Female","Lung and Bronchus","2000",0.2,39.3,7.1
"3385","New Jersey",NA,NA,NA,"-","Incidence",15443,"American Indian/Alaska Native","Female","Lung and Bronchus","2001",NA,NA,NA
"3386","New Jersey",2.6,72.4,21.7,"~","Mortality",15443,"American Indian/Alaska Native","Female","Lung and Bronchus","2001",1.6,46.8,13
"3387","New Jersey",NA,NA,NA,"-","Incidence",16812,"American Indian/Alaska Native","Female","Lung and Bronchus","2002",NA,NA,NA
"3388","New Jersey",1.6,49.6,13.2,"~","Mortality",16812,"American Indian/Alaska Native","Female","Lung and Bronchus","2002",1.4,43,11.9
"3389","New Jersey",NA,NA,NA,"-","Incidence",18174,"American Indian/Alaska Native","Female","Lung and Bronchus","2003",NA,NA,NA
"3390","New Jersey",0.2,37.7,6.5,"~","Mortality",18174,"American Indian/Alaska Native","Female","Lung and Bronchus","2003",0.1,30.7,5.5
"3391","New Jersey",NA,NA,NA,"-","Incidence",19492,"American Indian/Alaska Native","Female","Lung and Bronchus","2004",NA,NA,NA
"3392","New Jersey",10.2,95.8,39.3,"~","Mortality",19492,"American Indian/Alaska Native","Female","Lung and Bronchus","2004",5.6,52.5,20.5
"3393","New Jersey",NA,NA,NA,"-","Incidence",20834,"American Indian/Alaska Native","Female","Lung and Bronchus","2005",NA,NA,NA
"3394","New Jersey",20.4,109.6,53.4,"~","Mortality",20834,"American Indian/Alaska Native","Female","Lung and Bronchus","2005",13.5,69.2,33.6
"3395","New Jersey",NA,NA,NA,"-","Incidence",22237,"American Indian/Alaska Native","Female","Lung and Bronchus","2006",NA,NA,NA
"3396","New Jersey",4.4,67.6,23.9,"~","Mortality",22237,"American Indian/Alaska Native","Female","Lung and Bronchus","2006",2.8,39.4,13.5
"3397","New Jersey",NA,NA,NA,"-","Incidence",23547,"American Indian/Alaska Native","Female","Lung and Bronchus","2007",NA,NA,NA
"3398","New Jersey",2.6,65.7,21.1,"~","Mortality",23547,"American Indian/Alaska Native","Female","Lung and Bronchus","2007",1,30.7,8.5
"3399","New Jersey",NA,NA,NA,"-","Incidence",25023,"American Indian/Alaska Native","Female","Lung and Bronchus","2008",NA,NA,NA
"3400","New Jersey",0.1,28.3,4.8,"~","Mortality",25023,"American Indian/Alaska Native","Female","Lung and Bronchus","2008",0.1,22.3,4
"3401","New Jersey",NA,NA,NA,"-","Incidence",26891,"American Indian/Alaska Native","Female","Lung and Bronchus","2009",NA,NA,NA
"3402","New Jersey",3.2,49.7,17.3,"~","Mortality",26891,"American Indian/Alaska Native","Female","Lung and Bronchus","2009",2.3,32.6,11.2
"3403","New Jersey",NA,NA,NA,"-","Incidence",28242,"American Indian/Alaska Native","Female","Lung and Bronchus","2010",NA,NA,NA
"3404","New Jersey",4.1,56.8,20.9,"~","Mortality",28242,"American Indian/Alaska Native","Female","Lung and Bronchus","2010",2.2,31,10.6
"3405","New Jersey",NA,NA,NA,"-","Incidence",28564,"American Indian/Alaska Native","Female","Lung and Bronchus","2011",NA,NA,NA
"3406","New Jersey",3.5,50.9,18.2,"~","Mortality",28564,"American Indian/Alaska Native","Female","Lung and Bronchus","2011",2.2,30.7,10.5
"3407","New Jersey",NA,NA,NA,"-","Incidence",29019,"American Indian/Alaska Native","Female","Lung and Bronchus","2012",NA,NA,NA
"3408","New Jersey",3.2,46.6,16.6,"~","Mortality",29019,"American Indian/Alaska Native","Female","Lung and Bronchus","2012",2.1,30.2,10.3
"3409","New Jersey",NA,NA,NA,"-","Incidence",29377,"American Indian/Alaska Native","Female","Lung and Bronchus","2013",NA,NA,NA
"3410","New Jersey",0.2,31.7,7,"~","Mortality",29377,"American Indian/Alaska Native","Female","Lung and Bronchus","2013",0.1,19,3.4
"3411","New Jersey",NA,NA,NA,"-","Incidence",29764,"American Indian/Alaska Native","Female","Lung and Bronchus","2014",NA,NA,NA
"3412","New Jersey",1.9,29.5,9.4,"~","Mortality",29764,"American Indian/Alaska Native","Female","Lung and Bronchus","2014",2.1,29.5,10.1
"3413","New Jersey",NA,NA,NA,"-","Incidence",30196,"American Indian/Alaska Native","Female","Lung and Bronchus","2015",NA,NA,NA
"3414","New Jersey",0,14.2,0,"~","Mortality",30196,"American Indian/Alaska Native","Female","Lung and Bronchus","2015",0,12.2,0
"3415","New Jersey",NA,NA,NA,"-","Incidence",30366,"American Indian/Alaska Native","Female","Lung and Bronchus","2016",NA,NA,NA
"3416","New Jersey",3.5,46.4,17.2,"~","Mortality",30366,"American Indian/Alaska Native","Female","Lung and Bronchus","2016",2,28.9,9.9
"3417","New Jersey",NA,NA,NA,"-","Incidence",30742,"American Indian/Alaska Native","Female","Lung and Bronchus","2017",NA,NA,NA
"3418","New Jersey",0,13.6,0,"~","Mortality",30742,"American Indian/Alaska Native","Female","Lung and Bronchus","2017",0,12,0
"3419","New Jersey",NA,NA,NA,"-","Incidence",31278,"American Indian/Alaska Native","Female","Lung and Bronchus","2018",NA,NA,NA
"3420","New Jersey",0.7,22.7,5.9,"~","Mortality",31278,"American Indian/Alaska Native","Female","Lung and Bronchus","2018",0.8,23.1,6.4
"3421","New Jersey",NA,NA,NA,"-","Incidence",13166,"American Indian/Alaska Native","Female","Melanomas of the Skin","1999",NA,NA,NA
"3422","New Jersey",0,35.5,0,"~","Mortality",13166,"American Indian/Alaska Native","Female","Melanomas of the Skin","1999",0,28,0
"3423","New Jersey",NA,NA,NA,"-","Incidence",14178,"American Indian/Alaska Native","Female","Melanomas of the Skin","2000",NA,NA,NA
"3424","New Jersey",0,32.2,0,"~","Mortality",14178,"American Indian/Alaska Native","Female","Melanomas of the Skin","2000",0,26,0
"3425","New Jersey",NA,NA,NA,"-","Incidence",15443,"American Indian/Alaska Native","Female","Melanomas of the Skin","2001",NA,NA,NA
"3426","New Jersey",0,30.1,0,"~","Mortality",15443,"American Indian/Alaska Native","Female","Melanomas of the Skin","2001",0,23.9,0
"3427","New Jersey",NA,NA,NA,"-","Incidence",16812,"American Indian/Alaska Native","Female","Melanomas of the Skin","2002",NA,NA,NA
"3428","New Jersey",0,27.5,0,"~","Mortality",16812,"American Indian/Alaska Native","Female","Melanomas of the Skin","2002",0,21.9,0
"3429","New Jersey",NA,NA,NA,"-","Incidence",18174,"American Indian/Alaska Native","Female","Melanomas of the Skin","2003",NA,NA,NA
"3430","New Jersey",0,26.2,0,"~","Mortality",18174,"American Indian/Alaska Native","Female","Melanomas of the Skin","2003",0,20.3,0
"3431","New Jersey",NA,NA,NA,"-","Incidence",19492,"American Indian/Alaska Native","Female","Melanomas of the Skin","2004",NA,NA,NA
"3432","New Jersey",0,25,0,"~","Mortality",19492,"American Indian/Alaska Native","Female","Melanomas of the Skin","2004",0,18.9,0
"3433","New Jersey",NA,NA,NA,"-","Incidence",20834,"American Indian/Alaska Native","Female","Melanomas of the Skin","2005",NA,NA,NA
"3434","New Jersey",0,23.6,0,"~","Mortality",20834,"American Indian/Alaska Native","Female","Melanomas of the Skin","2005",0,17.7,0
"3435","New Jersey",NA,NA,NA,"-","Incidence",22237,"American Indian/Alaska Native","Female","Melanomas of the Skin","2006",NA,NA,NA
"3436","New Jersey",0,22.6,0,"~","Mortality",22237,"American Indian/Alaska Native","Female","Melanomas of the Skin","2006",0,16.6,0
"3437","New Jersey",NA,NA,NA,"-","Incidence",23547,"American Indian/Alaska Native","Female","Melanomas of the Skin","2007",NA,NA,NA
"3438","New Jersey",0,21,0,"~","Mortality",23547,"American Indian/Alaska Native","Female","Melanomas of the Skin","2007",0,15.7,0
"3439","New Jersey",NA,NA,NA,"-","Incidence",25023,"American Indian/Alaska Native","Female","Melanomas of the Skin","2008",NA,NA,NA
"3440","New Jersey",0,20,0,"~","Mortality",25023,"American Indian/Alaska Native","Female","Melanomas of the Skin","2008",0,14.7,0
"3441","New Jersey",NA,NA,NA,"-","Incidence",26891,"American Indian/Alaska Native","Female","Melanomas of the Skin","2009",NA,NA,NA
"3442","New Jersey",0,18.1,0,"~","Mortality",26891,"American Indian/Alaska Native","Female","Melanomas of the Skin","2009",0,13.7,0
"3443","New Jersey",NA,NA,NA,"-","Incidence",28242,"American Indian/Alaska Native","Female","Melanomas of the Skin","2010",NA,NA,NA
"3444","New Jersey",0,17.4,0,"~","Mortality",28242,"American Indian/Alaska Native","Female","Melanomas of the Skin","2010",0,13.1,0
"3445","New Jersey",NA,NA,NA,"-","Incidence",28564,"American Indian/Alaska Native","Female","Melanomas of the Skin","2011",NA,NA,NA
"3446","New Jersey",0,16.9,0,"~","Mortality",28564,"American Indian/Alaska Native","Female","Melanomas of the Skin","2011",0,12.9,0
"3447","New Jersey",NA,NA,NA,"-","Incidence",29019,"American Indian/Alaska Native","Female","Melanomas of the Skin","2012",NA,NA,NA
"3448","New Jersey",0,16.1,0,"~","Mortality",29019,"American Indian/Alaska Native","Female","Melanomas of the Skin","2012",0,12.7,0
"3449","New Jersey",NA,NA,NA,"-","Incidence",29377,"American Indian/Alaska Native","Female","Melanomas of the Skin","2013",NA,NA,NA
"3450","New Jersey",0,15.4,0,"~","Mortality",29377,"American Indian/Alaska Native","Female","Melanomas of the Skin","2013",0,12.6,0
"3451","New Jersey",NA,NA,NA,"-","Incidence",29764,"American Indian/Alaska Native","Female","Melanomas of the Skin","2014",NA,NA,NA
"3452","New Jersey",0,14.9,0,"~","Mortality",29764,"American Indian/Alaska Native","Female","Melanomas of the Skin","2014",0,12.4,0
"3453","New Jersey",NA,NA,NA,"-","Incidence",30196,"American Indian/Alaska Native","Female","Melanomas of the Skin","2015",NA,NA,NA
"3454","New Jersey",0,14.2,0,"~","Mortality",30196,"American Indian/Alaska Native","Female","Melanomas of the Skin","2015",0,12.2,0
"3455","New Jersey",NA,NA,NA,"-","Incidence",30366,"American Indian/Alaska Native","Female","Melanomas of the Skin","2016",NA,NA,NA
"3456","New Jersey",0,14,0,"~","Mortality",30366,"American Indian/Alaska Native","Female","Melanomas of the Skin","2016",0,12.1,0
"3457","New Jersey",NA,NA,NA,"-","Incidence",30742,"American Indian/Alaska Native","Female","Melanomas of the Skin","2017",NA,NA,NA
"3458","New Jersey",0,13.6,0,"~","Mortality",30742,"American Indian/Alaska Native","Female","Melanomas of the Skin","2017",0,12,0
"3459","New Jersey",NA,NA,NA,"-","Incidence",31278,"American Indian/Alaska Native","Female","Melanomas of the Skin","2018",NA,NA,NA
"3460","New Jersey",0,12.8,0,"~","Mortality",31278,"American Indian/Alaska Native","Female","Melanomas of the Skin","2018",0,11.8,0
"3461","New Jersey",NA,NA,NA,"-","Incidence",13166,"American Indian/Alaska Native","Female","Mesothelioma","1999",NA,NA,NA
"3462","New Jersey",0,35.5,0,"~","Mortality",13166,"American Indian/Alaska Native","Female","Mesothelioma","1999",0,28,0
"3463","New Jersey",NA,NA,NA,"-","Incidence",14178,"American Indian/Alaska Native","Female","Mesothelioma","2000",NA,NA,NA
"3464","New Jersey",0,32.2,0,"~","Mortality",14178,"American Indian/Alaska Native","Female","Mesothelioma","2000",0,26,0
"3465","New Jersey",NA,NA,NA,"-","Incidence",15443,"American Indian/Alaska Native","Female","Mesothelioma","2001",NA,NA,NA
