STATE,AREA,AGE_ADJUSTED_CI_LOWER,AGE_ADJUSTED_CI_UPPER,AGE_ADJUSTED_RATE,COUNT,EVENT_TYPE,POPULATION,RACE,SEX,SITE,YEAR,CRUDE_CI_LOWER,CRUDE_CI_UPPER,CRUDE_RATE,NAME
New Jersey,NJ: Hudson County (34017),2.7,5.1,3.7,42,Mortality,1113568,White,Male,Brain and Other Nervous System,2014-2018,2.7,5.1,3.8,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),46.2,55.2,50.6,526,Incidence,1113568,White,Male,Colon and Rectum,2014-2018,43.3,51.5,47.2,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),15.8,21.4,18.4,182,Mortality,1113568,White,Male,Colon and Rectum,2014-2018,14.1,18.9,16.3,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),3.9,6.8,5.2,54,Incidence,1113568,White,Male,Esophagus,2014-2018,3.6,6.3,4.8,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),3.7,6.6,5,53,Mortality,1113568,White,Male,Esophagus,2014-2018,3.6,6.2,4.8,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),2.4,4.7,3.4,39,Incidence,1113568,White,Male,Hodgkin Lymphoma,2014-2018,2.5,4.8,3.5,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),~,~,~,~,Mortality,1113568,White,Male,Hodgkin Lymphoma,2014-2018,~,~,~,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),0.8,2.4,1.4,+,Incidence,1113568,White,Male,Kaposi Sarcoma,2014-2018,0.9,2.4,1.5,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),.,.,.,.,Mortality,1113568,White,Male,Kaposi Sarcoma,2014-2018,.,.,.,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),18,23.7,20.7,224,Incidence,1113568,White,Male,Kidney and Renal Pelvis,2014-2018,17.6,22.9,20.1,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),3.7,6.6,5,52,Mortality,1113568,White,Male,Kidney and Renal Pelvis,2014-2018,3.5,6.1,4.7,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),4.9,8.2,6.4,+,Incidence,1113568,White,Male,Larynx,2014-2018,4.6,7.5,5.9,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),2,4.3,3,+,Mortality,1113568,White,Male,Larynx,2014-2018,1.8,3.8,2.7,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),12.5,17.6,14.9,147,Incidence,1113568,White,Male,Leukemias,2014-2018,11.2,15.5,13.2,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),3.9,6.9,5.2,51,Mortality,1113568,White,Male,Leukemias,2014-2018,3.4,6,4.6,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),12,16.7,14.2,157,Incidence,1113568,White,Male,Liver and Intrahepatic Bile Duct,2014-2018,12,16.5,14.1,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),7.4,11.2,9.2,97,Mortality,1113568,White,Male,Liver and Intrahepatic Bile Duct,2014-2018,7.1,10.6,8.7,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),45.8,55,50.2,496,Incidence,1113568,White,Male,Lung and Bronchus,2014-2018,40.7,48.6,44.5,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),30.6,38.2,34.2,333,Mortality,1113568,White,Male,Lung and Bronchus,2014-2018,26.8,33.3,29.9,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),~,~,~,~,Incidence,0,White,Male,Male Breast,2014-2018,~,~,~,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),~,~,~,~,Mortality,0,White,Male,Male Breast,2014-2018,~,~,~,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),11.2,16,13.4,137,Incidence,1113568,White,Male,Melanomas of the Skin,2014-2018,10.3,14.5,12.3,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),~,~,~,~,Mortality,1113568,White,Male,Melanomas of the Skin,2014-2018,~,~,~,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),~,~,~,~,Incidence,1113568,White,Male,Mesothelioma,2014-2018,~,~,~,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),~,~,~,~,Mortality,1113568,White,Male,Mesothelioma,2014-2018,~,~,~,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),6.5,10.2,8.2,84,Incidence,1113568,White,Male,Myeloma,2014-2018,6,9.3,7.5,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),2.1,4.6,3.2,29,Mortality,1113568,White,Male,Myeloma,2014-2018,1.7,3.7,2.6,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),19.7,25.6,22.5,235,Incidence,1113568,White,Male,Non-Hodgkin Lymphoma,2014-2018,18.5,24,21.1,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),4.6,7.9,6.1,57,Mortality,1113568,White,Male,Non-Hodgkin Lymphoma,2014-2018,3.9,6.6,5.1,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),12.3,17,14.5,162,Incidence,1113568,White,Male,Oral Cavity and Pharynx,2014-2018,12.4,17,14.5,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),1,2.7,1.7,+,Mortality,1113568,White,Male,Oral Cavity and Pharynx,2014-2018,1,2.7,1.7,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),15.6,21.2,18.3,179,Incidence,1113568,White,Male,Pancreas,2014-2018,13.8,18.6,16.1,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),10.2,14.9,12.4,119,Mortality,1113568,White,Male,Pancreas,2014-2018,8.9,12.8,10.7,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),100.4,113.3,106.7,1128,Incidence,1113568,White,Male,Prostate,2014-2018,95.5,107.4,101.3,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),11.5,16.6,13.9,126,Mortality,1113568,White,Male,Prostate,2014-2018,9.4,13.5,11.3,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),9.8,14.2,11.8,124,Incidence,1113568,White,Male,Stomach,2014-2018,9.3,13.3,11.1,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),4.1,7.1,5.4,54,Mortality,1113568,White,Male,Stomach,2014-2018,3.6,6.3,4.8,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),4.1,6.8,5.3,71,Incidence,1113568,White,Male,Testis,2014-2018,5,8,6.4,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),~,~,~,~,Mortality,1113568,White,Male,Testis,2014-2018,~,~,~,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),6,9.2,7.5,90,Incidence,1113568,White,Male,Thyroid,2014-2018,6.5,9.9,8.1,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),~,~,~,~,Mortality,1113568,White,Male,Thyroid,2014-2018,~,~,~,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),29.5,37.1,33.2,315,Incidence,1113568,White,Male,Urinary Bladder,2014-2018,25.2,31.6,28.3,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),6.8,10.7,8.6,77,Mortality,1113568,White,Male,Urinary Bladder,2014-2018,5.5,8.6,6.9,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),411.9,428.8,420.3,9862,Incidence,2226055,White,Male and Female,All Cancer Sites Combined,2014-2018,434.3,451.9,443,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),130.8,140.4,135.5,3159,Mortality,2226055,White,Male and Female,All Cancer Sites Combined,2014-2018,137,146.9,141.9,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),5.1,7.2,6.1,140,Incidence,2226055,White,Male and Female,Brain and Other Nervous System,2014-2018,5.3,7.4,6.3,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),2.2,3.6,2.9,68,Mortality,2226055,White,Male and Female,Brain and Other Nervous System,2014-2018,2.4,3.9,3.1,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),8,11.6,9.7,116,Incidence,1112487,White,Male and Female,Cervix,2014-2018,8.6,12.5,10.4,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),1.3,3,2,26,Mortality,1112487,White,Male and Female,Cervix,2014-2018,1.5,3.4,2.3,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),38.4,43.7,41,964,Incidence,2226055,White,Male and Female,Colon and Rectum,2014-2018,40.6,46.1,43.3,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),13.3,16.5,14.9,348,Mortality,2226055,White,Male and Female,Colon and Rectum,2014-2018,14,17.4,15.6,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),28.7,35,31.7,409,Incidence,1112487,White,Male and Female,"Corpus and Uterus, NOS",2014-2018,33.3,40.5,36.8,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),5.4,8.4,6.7,88,Mortality,1112487,White,Male and Female,"Corpus and Uterus, NOS",2014-2018,6.3,9.7,7.9,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),2.5,4,3.2,75,Incidence,2226055,White,Male and Female,Esophagus,2014-2018,2.7,4.2,3.4,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),2.6,4.1,3.3,79,Mortality,2226055,White,Male and Female,Esophagus,2014-2018,2.8,4.4,3.5,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),2.4,3.9,3.1,72,Incidence,2226055,White,Male and Female,Hodgkin Lymphoma,2014-2018,2.5,4.1,3.2,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),~,~,~,~,Mortality,2226055,White,Male and Female,Hodgkin Lymphoma,2014-2018,~,~,~,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),0.4,1.1,0.7,18,Incidence,2226055,White,Male and Female,Kaposi Sarcoma,2014-2018,0.5,1.3,0.8,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),.,.,.,.,Mortality,2226055,White,Male and Female,Kaposi Sarcoma,2014-2018,.,.,.,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),12.4,15.4,13.8,329,Incidence,2226055,White,Male and Female,Kidney and Renal Pelvis,2014-2018,13.2,16.5,14.8,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),2.5,4.1,3.2,76,Mortality,2226055,White,Male and Female,Kidney and Renal Pelvis,2014-2018,2.7,4.3,3.4,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),2.7,4.3,3.4,80,Incidence,2226055,White,Male and Female,Larynx,2014-2018,2.8,4.5,3.6,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),1.1,2.1,1.5,36,Mortality,2226055,White,Male and Female,Larynx,2014-2018,1.1,2.2,1.6,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),10.2,13.2,11.6,262,Incidence,2226055,White,Male and Female,Leukemias,2014-2018,10.4,13.3,11.8,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),3.6,5.4,4.5,101,Mortality,2226055,White,Male and Female,Leukemias,2014-2018,3.7,5.5,4.5,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),8.1,10.7,9.3,226,Incidence,2226055,White,Male and Female,Liver and Intrahepatic Bile Duct,2014-2018,8.9,11.6,10.2,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),5.4,7.5,6.4,152,Mortality,2226055,White,Male and Female,Liver and Intrahepatic Bile Duct,2014-2018,5.8,8,6.8,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),41.5,47.1,44.2,1024,Incidence,2226055,White,Male and Female,Lung and Bronchus,2014-2018,43.2,48.9,46,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),25.7,30.2,27.9,645,Mortality,2226055,White,Male and Female,Lung and Bronchus,2014-2018,26.8,31.3,29,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),108.6,120.8,114.6,1416,Incidence,1112487,White,Male and Female,Male and Female Breast,2014-2018,120.7,134.1,127.3,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),15.8,20.6,18,235,Mortality,1112487,White,Male and Female,Male and Female Breast,2014-2018,18.5,24,21.1,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),26.6,33,29.7,353,Incidence,1112487,White,Male and Female,"Male and Female Breast, <i>in situ</i>",2014-2018,28.5,35.2,31.7,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),9,11.8,10.3,240,Incidence,2226055,White,Male and Female,Melanomas of the Skin,2014-2018,9.5,12.2,10.8,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),0.8,1.8,1.2,28,Mortality,2226055,White,Male and Female,Melanomas of the Skin,2014-2018,0.8,1.8,1.3,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),~,~,~,~,Incidence,2226055,White,Male and Female,Mesothelioma,2014-2018,~,~,~,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),~,~,~,~,Mortality,2226055,White,Male and Female,Mesothelioma,2014-2018,~,~,~,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),6.1,8.3,7.1,170,Incidence,2226055,White,Male and Female,Myeloma,2014-2018,6.5,8.9,7.6,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),2,3.4,2.7,61,Mortality,2226055,White,Male and Female,Myeloma,2014-2018,2.1,3.5,2.7,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),17.3,20.9,19,439,Incidence,2226055,White,Male and Female,Non-Hodgkin Lymphoma,2014-2018,17.9,21.7,19.7,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),3.5,5.2,4.3,101,Mortality,2226055,White,Male and Female,Non-Hodgkin Lymphoma,2014-2018,3.7,5.5,4.5,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),7.9,10.4,9.1,219,Incidence,2226055,White,Male and Female,Oral Cavity and Pharynx,2014-2018,8.6,11.2,9.8,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),0.8,1.8,1.2,30,Mortality,2226055,White,Male and Female,Oral Cavity and Pharynx,2014-2018,0.9,1.9,1.3,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),10.4,14.5,12.3,155,Incidence,1112487,White,Male and Female,Ovary,2014-2018,11.8,16.3,13.9,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),4.1,6.6,5.2,70,Mortality,1112487,White,Male and Female,Ovary,2014-2018,4.9,7.9,6.3,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),13.5,16.8,15.1,350,Incidence,2226055,White,Male and Female,Pancreas,2014-2018,14.1,17.5,15.7,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),10,12.8,11.4,262,Mortality,2226055,White,Male and Female,Pancreas,2014-2018,10.4,13.3,11.8,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),100.4,113.3,106.7,1128,Incidence,1113568,White,Male and Female,Prostate,2014-2018,95.5,107.4,101.3,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),11.5,16.6,13.9,126,Mortality,1113568,White,Male and Female,Prostate,2014-2018,9.4,13.5,11.3,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),8.2,10.7,9.4,219,Incidence,2226055,White,Male and Female,Stomach,2014-2018,8.6,11.2,9.8,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),3.6,5.4,4.5,102,Mortality,2226055,White,Male and Female,Stomach,2014-2018,3.7,5.6,4.6,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),4.1,6.8,5.3,71,Incidence,1113568,White,Male and Female,Testis,2014-2018,5,8,6.4,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),~,~,~,~,Mortality,1113568,White,Male and Female,Testis,2014-2018,~,~,~,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),14.8,18.1,16.4,399,Incidence,2226055,White,Male and Female,Thyroid,2014-2018,16.2,19.8,17.9,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),~,~,~,~,Mortality,2226055,White,Male and Female,Thyroid,2014-2018,~,~,~,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),17.7,21.4,19.5,446,Incidence,2226055,White,Male and Female,Urinary Bladder,2014-2018,18.2,22,20,Hudson County (34017)
New Jersey,NJ: Hudson County (34017),3.9,5.8,4.8,111,Mortality,2226055,White,Male and Female,Urinary Bladder,2014-2018,4.1,6,5,Hudson County (34017)
New Jersey,NJ: Hunterdon County (34019),465.6,509.8,487.2,2145,Incidence,316452,All Races,Female,All Cancer Sites Combined,2014-2018,649.4,707.1,677.8,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),117.6,139.5,128.2,590,Mortality,316452,All Races,Female,All Cancer Sites Combined,2014-2018,171.7,202.1,186.4,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),3.6,9.2,5.9,24,Incidence,316452,All Races,Female,Brain and Other Nervous System,2014-2018,4.9,11.3,7.6,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),2.8,7.8,4.8,+,Mortality,316452,All Races,Female,Brain and Other Nervous System,2014-2018,3.9,9.8,6.3,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),2.8,8.9,5.3,16,Incidence,316452,All Races,Female,Cervix,2014-2018,2.9,8.2,5.1,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,316452,All Races,Female,Cervix,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),31.8,44,37.5,172,Incidence,316452,All Races,Female,Colon and Rectum,2014-2018,46.5,63.1,54.4,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),8.7,15.4,11.6,57,Mortality,316452,All Races,Female,Colon and Rectum,2014-2018,13.6,23.3,18,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),30.7,42.4,36.1,169,Incidence,316452,All Races,Female,"Corpus and Uterus, NOS",2014-2018,45.7,62.1,53.4,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),5.1,10.6,7.4,34,Mortality,316452,All Races,Female,"Corpus and Uterus, NOS",2014-2018,7.4,15,10.7,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Incidence,316452,All Races,Female,Esophagus,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,316452,All Races,Female,Esophagus,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),140.6,165.4,152.5,674,Incidence,316452,All Races,Female,Female Breast,2014-2018,197.2,229.7,213,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),14,22.5,17.8,82,Mortality,316452,All Races,Female,Female Breast,2014-2018,20.6,32.2,25.9,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),33.3,46.5,39.4,163,Incidence,316452,All Races,Female,"Female Breast, <i>in situ</i>",2014-2018,43.9,60.1,51.5,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Incidence,316452,All Races,Female,Hodgkin Lymphoma,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,316452,All Races,Female,Hodgkin Lymphoma,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Incidence,316452,All Races,Female,Kaposi Sarcoma,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),.,.,.,.,Mortality,316452,All Races,Female,Kaposi Sarcoma,2014-2018,.,.,.,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),9.5,17.3,12.9,53,Incidence,316452,All Races,Female,Kidney and Renal Pelvis,2014-2018,12.5,21.9,16.7,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),2.6,7.4,4.5,+,Mortality,316452,All Races,Female,Kidney and Renal Pelvis,2014-2018,3.4,9,5.7,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Incidence,316452,All Races,Female,Larynx,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,316452,All Races,Female,Larynx,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),9,15.6,11.9,59,Incidence,316452,All Races,Female,Leukemias,2014-2018,14.2,24,18.6,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),2.4,7,4.2,18,Mortality,316452,All Races,Female,Leukemias,2014-2018,3.4,9,5.7,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),1.8,5.4,3.1,16,Incidence,316452,All Races,Female,Liver and Intrahepatic Bile Duct,2014-2018,2.9,8.2,5.1,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,316452,All Races,Female,Liver and Intrahepatic Bile Duct,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),42.4,56,48.8,225,Incidence,316452,All Races,Female,Lung and Bronchus,2014-2018,62.1,81,71.1,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),23.1,33.4,27.9,129,Mortality,316452,All Races,Female,Lung and Bronchus,2014-2018,34,48.4,40.8,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),27.3,39.7,33,136,Incidence,316452,All Races,Female,Melanomas of the Skin,2014-2018,36.1,50.8,43,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,316452,All Races,Female,Melanomas of the Skin,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Incidence,316452,All Races,Female,Mesothelioma,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,316452,All Races,Female,Mesothelioma,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),3.1,7.7,5,24,Incidence,316452,All Races,Female,Myeloma,2014-2018,4.9,11.3,7.6,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,316452,All Races,Female,Myeloma,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),15.2,23.8,19.1,89,Incidence,316452,All Races,Female,Non-Hodgkin Lymphoma,2014-2018,22.6,34.6,28.1,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),1.9,5.8,3.4,16,Mortality,316452,All Races,Female,Non-Hodgkin Lymphoma,2014-2018,2.9,8.2,5.1,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),4.4,9.8,6.6,31,Incidence,316452,All Races,Female,Oral Cavity and Pharynx,2014-2018,6.7,13.9,9.8,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,316452,All Races,Female,Oral Cavity and Pharynx,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),9,16.2,12.2,56,Incidence,316452,All Races,Female,Ovary,2014-2018,13.4,23,17.7,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),5.2,11,7.7,35,Mortality,316452,All Races,Female,Ovary,2014-2018,7.7,15.4,11.1,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),10.3,17.5,13.5,65,Incidence,316452,All Races,Female,Pancreas,2014-2018,15.9,26.2,20.5,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),9.5,16.4,12.5,61,Mortality,316452,All Races,Female,Pancreas,2014-2018,14.7,24.8,19.3,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),2,6.3,3.7,16,Incidence,316452,All Races,Female,Stomach,2014-2018,2.9,8.2,5.1,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,316452,All Races,Female,Stomach,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),21.8,34.4,27.6,93,Incidence,316452,All Races,Female,Thyroid,2014-2018,23.7,36,29.4,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,316452,All Races,Female,Thyroid,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),8.7,15.5,11.6,53,Incidence,316452,All Races,Female,Urinary Bladder,2014-2018,12.5,21.9,16.7,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,316452,All Races,Female,Urinary Bladder,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),479.7,526.3,502.6,2027,Incidence,309129,All Races,Male,All Cancer Sites Combined,2014-2018,627.5,684.9,655.7,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),131.2,156.8,143.5,544,Mortality,309129,All Races,Male,All Cancer Sites Combined,2014-2018,161.5,191.4,176,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),7.3,15.2,10.7,35,Incidence,309129,All Races,Male,Brain and Other Nervous System,2014-2018,7.9,15.7,11.3,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,309129,All Races,Male,Brain and Other Nervous System,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),35.6,49.5,42.1,164,Incidence,309129,All Races,Male,Colon and Rectum,2014-2018,45.2,61.8,53.1,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),7.9,15.3,11.1,43,Mortality,309129,All Races,Male,Colon and Rectum,2014-2018,10.1,18.7,13.9,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),5.6,12,8.3,+,Incidence,309129,All Races,Male,Esophagus,2014-2018,7.6,15.4,11,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),2.1,6.5,3.8,+,Mortality,309129,All Races,Male,Esophagus,2014-2018,3,8.4,5.2,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Incidence,309129,All Races,Male,Hodgkin Lymphoma,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,309129,All Races,Male,Hodgkin Lymphoma,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Incidence,309129,All Races,Male,Kaposi Sarcoma,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),.,.,.,.,Mortality,309129,All Races,Male,Kaposi Sarcoma,2014-2018,.,.,.,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),14.3,23.5,18.4,77,Incidence,309129,All Races,Male,Kidney and Renal Pelvis,2014-2018,19.7,31.1,24.9,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,309129,All Races,Male,Kidney and Renal Pelvis,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),2.8,7.8,4.8,+,Incidence,309129,All Races,Male,Larynx,2014-2018,3.7,9.6,6.1,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,309129,All Races,Male,Larynx,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),17,27.8,21.9,78,Incidence,309129,All Races,Male,Leukemias,2014-2018,19.9,31.5,25.2,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),5.8,12.6,8.7,30,Mortality,309129,All Races,Male,Leukemias,2014-2018,6.5,13.9,9.7,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),4.9,10.7,7.3,33,Incidence,309129,All Races,Male,Liver and Intrahepatic Bile Duct,2014-2018,7.3,15,10.7,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),3.5,8.6,5.6,+,Mortality,309129,All Races,Male,Liver and Intrahepatic Bile Duct,2014-2018,5.2,11.9,8.1,Hunterdon County (34019)
